topic_id	trial_id	relevance
24	NCT01724619	not_relevant
24	NCT01736033	eligible
24	NCT01761864	not_relevant
24	NCT01764061	not_relevant
24	NCT01789840	eligible
24	NCT01799902	excluded
24	NCT01815697	eligible
24	NCT01838447	not_relevant
24	NCT01843803	not_relevant
24	NCT01854970	not_relevant
24	NCT01866995	not_relevant
24	NCT01896973	eligible
24	NCT01912339	eligible
24	NCT01939184	eligible
24	NCT01946165	not_relevant
24	NCT01950871	not_relevant
24	NCT01966614	eligible
24	NCT01967251	not_relevant
24	NCT01967550	not_relevant
24	NCT01971294	not_relevant
24	NCT01991457	not_relevant
24	NCT01993498	not_relevant
24	NCT01994044	not_relevant
24	NCT01994200	not_relevant
24	NCT01994343	not_relevant
24	NCT01995500	not_relevant
24	NCT02003742	excluded
24	NCT02022670	not_relevant
24	NCT02024282	not_relevant
24	NCT02026908	eligible
24	NCT02031029	not_relevant
24	NCT02038868	eligible
24	NCT02060136	eligible
24	NCT02074644	excluded
24	NCT02085655	not_relevant
24	NCT02121613	eligible
24	NCT02138331	not_relevant
24	NCT02148250	not_relevant
24	NCT02167009	not_relevant
24	NCT02187133	not_relevant
24	NCT02190279	not_relevant
24	NCT02193451	eligible
24	NCT02196987	eligible
24	NCT02206243	excluded
24	NCT02208050	not_relevant
24	NCT02220517	not_relevant
24	NCT02244281	not_relevant
24	NCT02245490	excluded
24	NCT02249494	not_relevant
24	NCT02249546	not_relevant
24	NCT02250313	not_relevant
24	NCT02279264	not_relevant
24	NCT02283684	excluded
24	NCT02297178	not_relevant
24	NCT02321800	not_relevant
24	NCT02326454	excluded
24	NCT02326805	not_relevant
24	NCT02332187	not_relevant
24	NCT02332538	excluded
24	NCT02357550	not_relevant
24	NCT02396420	excluded
24	NCT02410135	not_relevant
24	NCT02411916	not_relevant
24	NCT02431754	excluded
24	NCT02454595	not_relevant
24	NCT02478411	not_relevant
24	NCT02485808	eligible
24	NCT02500901	not_relevant
24	NCT02506465	eligible
24	NCT02523703	not_relevant
24	NCT02524236	eligible
24	NCT02534519	not_relevant
24	NCT02559115	not_relevant
24	NCT02566551	eligible
24	NCT02592473	eligible
24	NCT02600806	not_relevant
24	NCT02614482	not_relevant
24	NCT02618317	not_relevant
24	NCT02618421	eligible
24	NCT02623647	not_relevant
24	NCT02668276	not_relevant
24	NCT02670343	not_relevant
24	NCT02676544	not_relevant
24	NCT02678520	not_relevant
24	NCT02682355	not_relevant
24	NCT02686385	not_relevant
24	NCT02690922	not_relevant
24	NCT02694393	not_relevant
24	NCT02702947	eligible
24	NCT02705573	not_relevant
24	NCT02715024	eligible
24	NCT02730988	not_relevant
24	NCT02757768	not_relevant
24	NCT02757963	not_relevant
24	NCT02767297	not_relevant
24	NCT02780570	not_relevant
24	NCT02786290	eligible
24	NCT02790489	not_relevant
24	NCT02798172	not_relevant
24	NCT02808013	eligible
24	NCT02820844	excluded
24	NCT02822924	excluded
24	NCT02853292	not_relevant
24	NCT02855892	eligible
24	NCT02859532	not_relevant
24	NCT02869971	excluded
24	NCT02883049	not_relevant
24	NCT02894762	not_relevant
24	NCT02930889	excluded
24	NCT02934932	not_relevant
24	NCT02941471	not_relevant
24	NCT02943070	eligible
24	NCT02961114	excluded
24	NCT02976259	not_relevant
24	NCT03014726	not_relevant
24	NCT03027076	not_relevant
24	NCT03031418	not_relevant
24	NCT03055624	eligible
24	NCT03071354	not_relevant
24	NCT03075449	eligible
24	NCT03080389	not_relevant
24	NCT03098147	eligible
24	NCT03109925	eligible
24	NCT03123653	not_relevant
24	NCT03179228	eligible
24	NCT03191734	eligible
24	NCT03202212	not_relevant
24	NCT03202251	not_relevant
24	NCT03207139	not_relevant
24	NCT03211858	not_relevant
24	NCT03228485	eligible
24	NCT03238053	not_relevant
24	NCT03238235	not_relevant
24	NCT03239652	excluded
24	NCT03246802	not_relevant
24	NCT03255421	not_relevant
24	NCT03262753	not_relevant
24	NCT03270384	not_relevant
24	NCT03272386	not_relevant
24	NCT03318991	eligible
24	NCT03327688	not_relevant
24	NCT03335124	not_relevant
24	NCT03337048	not_relevant
24	NCT03350529	eligible
24	NCT03372096	excluded
24	NCT03379194	not_relevant
24	NCT03379948	not_relevant
24	NCT03384407	not_relevant
24	NCT03394651	eligible
24	NCT03395522	eligible
24	NCT03423979	eligible
24	NCT03434730	not_relevant
24	NCT03448510	eligible
24	NCT03457805	not_relevant
24	NCT03458247	not_relevant
24	NCT03461068	not_relevant
24	NCT03495258	eligible
24	NCT03495479	not_relevant
24	NCT03499964	not_relevant
24	NCT03503721	excluded
24	NCT03517319	not_relevant
24	NCT03520166	not_relevant
24	NCT03520673	eligible
24	NCT03521648	eligible
24	NCT03527589	eligible
24	NCT03547596	not_relevant
24	NCT03558919	not_relevant
24	NCT03572088	not_relevant
24	NCT03585114	not_relevant
24	NCT03589196	excluded
24	NCT03595735	excluded
24	NCT03603821	eligible
24	NCT03605745	not_relevant
24	NCT03632772	eligible
24	NCT03633279	not_relevant
24	NCT03645785	not_relevant
24	NCT03653117	eligible
24	NCT03662893	not_relevant
24	NCT03679819	not_relevant
24	NCT03681392	not_relevant
24	NCT03697993	not_relevant
24	NCT03720132	not_relevant
24	NCT03736330	not_relevant
24	NCT03744728	not_relevant
24	NCT03750656	not_relevant
24	NCT03758222	eligible
24	NCT03762473	not_relevant
24	NCT03768765	eligible
24	NCT03770442	not_relevant
24	NCT03776006	eligible
24	NCT03776383	not_relevant
24	NCT03788967	not_relevant
24	NCT03801863	not_relevant
24	NCT03802851	not_relevant
24	NCT03824717	not_relevant
24	NCT03829904	excluded
24	NCT03833752	not_relevant
24	NCT03846700	excluded
24	NCT03851952	not_relevant
24	NCT03869437	not_relevant
24	NCT03870828	not_relevant
24	NCT03881345	not_relevant
24	NCT03882411	not_relevant
24	NCT03885791	not_relevant
24	NCT03891732	not_relevant
24	NCT03893929	not_relevant
24	NCT03894709	not_relevant
24	NCT03912558	eligible
24	NCT03914625	not_relevant
24	NCT03916536	excluded
24	NCT03955484	eligible
24	NCT03956160	not_relevant
24	NCT03959085	not_relevant
24	NCT03968692	not_relevant
24	NCT03972098	not_relevant
24	NCT03976843	not_relevant
24	NCT03980457	not_relevant
24	NCT03991429	excluded
24	NCT03994263	eligible
24	NCT03998150	excluded
24	NCT04019964	not_relevant
24	NCT04032067	eligible
24	NCT04032860	not_relevant
24	NCT04039152	not_relevant
24	NCT04044573	eligible
24	NCT04058223	not_relevant
24	NCT04058353	not_relevant
24	NCT04063852	not_relevant
24	NCT04070898	not_relevant
24	NCT04083443	not_relevant
24	NCT04084938	eligible
24	NCT04107896	eligible
24	NCT04121936	eligible
24	NCT04124874	eligible
24	NCT04143399	excluded
24	NCT04146103	eligible
24	NCT04154475	not_relevant
24	NCT04156633	not_relevant
24	NCT04161183	not_relevant
24	NCT04178811	eligible
24	NCT04198103	eligible
24	NCT04206319	not_relevant
24	NCT04236388	not_relevant
24	NCT04271020	eligible
24	NCT04289766	not_relevant
24	NCT04293562	not_relevant
24	NCT04297839	not_relevant
24	NCT04366557	not_relevant
24	NCT04370691	not_relevant
24	NCT04385316	not_relevant
24	NCT04386941	excluded
24	NCT04393376	not_relevant
24	NCT04408976	not_relevant
24	NCT04418635	eligible
24	NCT04442555	not_relevant
24	NCT04452422	not_relevant
24	NCT04465682	not_relevant
24	NCT04465786	not_relevant
24	NCT04466774	not_relevant
24	NCT04471155	excluded
24	NCT04476511	not_relevant
24	NCT04490239	not_relevant
24	NCT04514718	eligible
24	NCT04521894	not_relevant
24	NCT04529369	eligible
24	NCT04546399	not_relevant
24	NCT04554485	not_relevant
24	NCT04577040	eligible
24	NCT04580628	eligible
24	NCT04580823	not_relevant
24	NCT04597138	not_relevant
24	NCT04604951	not_relevant
24	NCT04606992	not_relevant
24	NCT04610372	not_relevant
24	NCT04628572	not_relevant
24	NCT04635059	not_relevant
24	NCT04654338	not_relevant
24	NCT04674202	not_relevant
24	NCT04681625	excluded
24	NCT04699344	not_relevant
24	NCT04718948	not_relevant
24	NCT04722458	eligible
24	NCT04726059	not_relevant
24	NCT04751149	not_relevant
24	NCT04757116	eligible
24	NCT04760483	eligible
24	NCT04763538	eligible
24	NCT04764903	eligible
24	NCT04766268	eligible
24	NCT04786535	not_relevant
24	NCT04788914	not_relevant
24	NCT04791111	not_relevant
24	NCT04795089	not_relevant
24	NCT04807010	eligible
24	NCT04807569	excluded
24	NCT04831476	excluded
24	NCT04833621	not_relevant
24	NCT04848181	excluded
24	NCT04851275	eligible
25	NCT00001250	eligible
25	NCT00001378	not_relevant
25	NCT00002528	not_relevant
25	NCT00002542	eligible
25	NCT00003088	eligible
25	NCT00003782	eligible
25	NCT00003830	not_relevant
25	NCT00003906	not_relevant
25	NCT00003953	not_relevant
25	NCT00004533	not_relevant
25	NCT00006110	eligible
25	NCT00006421	not_relevant
25	NCT00006425	not_relevant
25	NCT00009945	eligible
25	NCT00016432	not_relevant
25	NCT00021255	eligible
25	NCT00028340	not_relevant
25	NCT00032383	not_relevant
25	NCT00041119	eligible
25	NCT00053898	not_relevant
25	NCT00054301	not_relevant
25	NCT00058526	eligible
25	NCT00066573	not_relevant
25	NCT00066690	not_relevant
25	NCT00068263	eligible
25	NCT00070317	not_relevant
25	NCT00072293	not_relevant
25	NCT00073073	not_relevant
25	NCT00082667	not_relevant
25	NCT00087178	not_relevant
25	NCT00088829	not_relevant
25	NCT00103181	eligible
25	NCT00107211	not_relevant
25	NCT00121992	eligible
25	NCT00126464	not_relevant
25	NCT00128362	not_relevant
25	NCT00136708	not_relevant
25	NCT00146536	not_relevant
25	NCT00148668	eligible
25	NCT00148681	not_relevant
25	NCT00161291	not_relevant
25	NCT00161980	not_relevant
25	NCT00172068	not_relevant
25	NCT00174655	eligible
25	NCT00185744	not_relevant
25	NCT00199212	eligible
25	NCT00200174	not_relevant
25	NCT00208871	not_relevant
25	NCT00214149	eligible
25	NCT00233974	not_relevant
25	NCT00234403	excluded
25	NCT00235937	not_relevant
25	NCT00237133	not_relevant
25	NCT00256217	not_relevant
25	NCT00263198	excluded
25	NCT00265759	not_relevant
25	NCT00274170	not_relevant
25	NCT00282035	not_relevant
25	NCT00290732	not_relevant
25	NCT00290745	not_relevant
25	NCT00310882	not_relevant
25	NCT00311129	not_relevant
25	NCT00314405	not_relevant
25	NCT00323479	eligible
25	NCT00325598	not_relevant
25	NCT00329017	not_relevant
25	NCT00334542	eligible
25	NCT00337064	not_relevant
25	NCT00352872	not_relevant
25	NCT00357006	not_relevant
25	NCT00383110	not_relevant
25	NCT00390455	not_relevant
25	NCT00407888	eligible
25	NCT00462891	not_relevant
25	NCT00475761	not_relevant
25	NCT00481754	not_relevant
25	NCT00481845	not_relevant
25	NCT00493870	not_relevant
25	NCT00503750	not_relevant
25	NCT00507611	not_relevant
25	NCT00512070	not_relevant
25	NCT00527293	eligible
25	NCT00529737	not_relevant
25	NCT00536718	not_relevant
25	NCT00542191	not_relevant
25	NCT00542451	not_relevant
25	NCT00555919	not_relevant
25	NCT00556777	not_relevant
25	NCT00556907	not_relevant
25	NCT00571987	not_relevant
25	NCT00574301	not_relevant
25	NCT00580333	not_relevant
25	NCT00581529	not_relevant
25	NCT00593346	not_relevant
25	NCT00599989	eligible
25	NCT00602108	not_relevant
25	NCT00602316	not_relevant
25	NCT00606931	not_relevant
25	NCT00611104	not_relevant
25	NCT00611624	not_relevant
25	NCT00615602	eligible
25	NCT00618657	eligible
25	NCT00620087	not_relevant
25	NCT00630032	excluded
25	NCT00647790	not_relevant
25	NCT00694577	not_relevant
25	NCT00696527	eligible
25	NCT00717886	not_relevant
25	NCT00720642	not_relevant
25	NCT00722683	not_relevant
25	NCT00723294	not_relevant
25	NCT00764322	not_relevant
25	NCT00769379	not_relevant
25	NCT00783419	not_relevant
25	NCT00789581	not_relevant
25	NCT00795782	not_relevant
25	NCT00795899	not_relevant
25	NCT00802932	eligible
25	NCT00812968	not_relevant
25	NCT00816244	not_relevant
25	NCT00882089	eligible
25	NCT00888589	not_relevant
25	NCT00891969	not_relevant
25	NCT00896857	not_relevant
25	NCT00898937	not_relevant
25	NCT00902954	not_relevant
25	NCT00908531	not_relevant
25	NCT00909909	eligible
25	NCT00918892	eligible
25	NCT00925652	not_relevant
25	NCT00929591	not_relevant
25	NCT00943644	not_relevant
25	NCT00970983	not_relevant
25	NCT00996632	not_relevant
25	NCT01009437	not_relevant
25	NCT01014715	not_relevant
25	NCT01020279	not_relevant
25	NCT01022476	not_relevant
25	NCT01022905	not_relevant
25	NCT01026584	not_relevant
25	NCT01029873	not_relevant
25	NCT01042548	not_relevant
25	NCT01047358	not_relevant
25	NCT01066507	eligible
25	NCT01077154	eligible
25	NCT01082211	not_relevant
25	NCT01089374	not_relevant
25	NCT01095913	not_relevant
25	NCT01100489	eligible
25	NCT01101438	eligible
25	NCT01104727	not_relevant
25	NCT01106521	excluded
25	NCT01107860	not_relevant
25	NCT01152606	eligible
25	NCT01164748	not_relevant
25	NCT01194869	not_relevant
25	NCT01200537	not_relevant
25	NCT01203839	not_relevant
25	NCT01208519	not_relevant
25	NCT01215162	not_relevant
25	NCT01245712	eligible
25	NCT01263613	not_relevant
25	NCT01266642	eligible
25	NCT01271439	not_relevant
25	NCT01275677	eligible
25	NCT01278212	eligible
25	NCT01285440	not_relevant
25	NCT01293032	not_relevant
25	NCT01310530	eligible
25	NCT01320488	eligible
25	NCT01332539	not_relevant
25	NCT01334021	not_relevant
25	NCT01349322	eligible
25	NCT01351909	not_relevant
25	NCT01352091	not_relevant
25	NCT01353222	not_relevant
25	NCT01368263	not_relevant
25	NCT01372618	not_relevant
25	NCT01388777	not_relevant
25	NCT01391806	not_relevant
25	NCT01394575	not_relevant
25	NCT01409811	not_relevant
25	NCT01438073	not_relevant
25	NCT01439711	not_relevant
25	NCT01463007	excluded
25	NCT01484483	not_relevant
25	NCT01485913	not_relevant
25	NCT01490892	not_relevant
25	NCT01495676	not_relevant
25	NCT01501487	not_relevant
25	NCT01506557	not_relevant
25	NCT01506700	not_relevant
25	NCT01539681	not_relevant
25	NCT01541878	eligible
25	NCT01556243	not_relevant
25	NCT01560663	not_relevant
25	NCT01564849	not_relevant
25	NCT01566799	not_relevant
25	NCT01567137	not_relevant
25	NCT01599039	eligible
25	NCT01614184	not_relevant
25	NCT01616875	not_relevant
25	NCT01621529	not_relevant
25	NCT01622361	not_relevant
25	NCT01641406	not_relevant
25	NCT01646346	excluded
25	NCT01648608	not_relevant
25	NCT01653964	not_relevant
25	NCT01668381	not_relevant
25	NCT01671943	not_relevant
25	NCT01673919	not_relevant
25	NCT01674140	not_relevant
25	NCT01677455	not_relevant
25	NCT01687790	not_relevant
25	NCT01701076	not_relevant
25	NCT01712893	not_relevant
25	NCT01723124	not_relevant
25	NCT01757327	not_relevant
25	NCT01766297	excluded
25	NCT01784302	not_relevant
25	NCT01785420	not_relevant
25	NCT01796041	not_relevant
25	NCT01796444	not_relevant
25	NCT01800552	not_relevant
25	NCT01816555	eligible
25	NCT01818739	not_relevant
25	NCT01829139	not_relevant
25	NCT01850628	not_relevant
25	NCT01853748	excluded
25	NCT01869192	not_relevant
25	NCT01872975	not_relevant
25	NCT01880580	not_relevant
25	NCT01898351	not_relevant
25	NCT01901094	not_relevant
25	NCT01901991	not_relevant
25	NCT01920139	not_relevant
25	NCT01928589	eligible
25	NCT01929395	not_relevant
25	NCT01953588	not_relevant
25	NCT01960803	not_relevant
25	NCT01970670	not_relevant
25	NCT01982448	not_relevant
25	NCT01984866	not_relevant
25	NCT01991457	not_relevant
25	NCT01993498	not_relevant
25	NCT01994200	not_relevant
25	NCT01994343	not_relevant
25	NCT01995500	not_relevant
25	NCT02012634	not_relevant
25	NCT02046057	not_relevant
25	NCT02056756	not_relevant
25	NCT02056886	not_relevant
25	NCT02060253	not_relevant
25	NCT02066532	not_relevant
25	NCT02089854	not_relevant
25	NCT02133417	excluded
25	NCT02155244	not_relevant
25	NCT02163291	not_relevant
25	NCT02186470	not_relevant
25	NCT02195960	eligible
25	NCT02221999	not_relevant
25	NCT02236572	not_relevant
25	NCT02253719	not_relevant
25	NCT02271737	not_relevant
25	NCT02281812	not_relevant
25	NCT02295033	eligible
25	NCT02297698	not_relevant
25	NCT02302196	not_relevant
25	NCT02326974	not_relevant
25	NCT02335957	not_relevant
25	NCT02365714	excluded
25	NCT02370797	not_relevant
25	NCT02380209	not_relevant
25	NCT02389673	not_relevant
25	NCT02389686	not_relevant
25	NCT02407080	not_relevant
25	NCT02411916	not_relevant
25	NCT02422199	not_relevant
25	NCT02439112	not_relevant
25	NCT02439554	eligible
25	NCT02445391	not_relevant
25	NCT02453737	excluded
25	NCT02464982	not_relevant
25	NCT02488187	not_relevant
25	NCT02489617	not_relevant
25	NCT02514837	not_relevant
25	NCT02515110	eligible
25	NCT02526498	excluded
25	NCT02526771	not_relevant
25	NCT02544282	not_relevant
25	NCT02549677	not_relevant
25	NCT02553798	not_relevant
25	NCT02554851	not_relevant
25	NCT02559362	eligible
25	NCT02564848	not_relevant
25	NCT02574546	not_relevant
25	NCT02576106	not_relevant
25	NCT02580799	eligible
25	NCT02582762	not_relevant
25	NCT02610920	not_relevant
25	NCT02611453	not_relevant
25	NCT02651142	not_relevant
25	NCT02651844	not_relevant
25	NCT02658149	not_relevant
25	NCT02666261	excluded
25	NCT02670577	eligible
25	NCT02685332	eligible
25	NCT02688348	not_relevant
25	NCT02689427	not_relevant
25	NCT02690636	eligible
25	NCT02693535	not_relevant
25	NCT02700776	not_relevant
25	NCT02701244	excluded
25	NCT02742051	not_relevant
25	NCT02744053	not_relevant
25	NCT02750826	excluded
25	NCT02753972	not_relevant
25	NCT02755272	not_relevant
25	NCT02764541	not_relevant
25	NCT02773784	eligible
25	NCT02776462	not_relevant
25	NCT02777164	not_relevant
25	NCT02789163	not_relevant
25	NCT02816125	not_relevant
25	NCT02824575	not_relevant
25	NCT02835820	not_relevant
25	NCT02872064	not_relevant
25	NCT02876497	eligible
25	NCT02883049	not_relevant
25	NCT02897700	not_relevant
25	NCT02907918	not_relevant
25	NCT02918474	not_relevant
25	NCT02926729	not_relevant
25	NCT02926911	not_relevant
25	NCT02954471	eligible
25	NCT02954874	not_relevant
25	NCT02957747	not_relevant
25	NCT02957968	not_relevant
25	NCT02961790	not_relevant
25	NCT02970097	not_relevant
25	NCT02977468	not_relevant
25	NCT02980965	not_relevant
25	NCT03005522	not_relevant
25	NCT03015532	not_relevant
25	NCT03020888	not_relevant
25	NCT03043794	not_relevant
25	NCT03047122	not_relevant
25	NCT03083288	not_relevant
25	NCT03085368	eligible
25	NCT03101683	not_relevant
25	NCT03109522	not_relevant
25	NCT03144037	not_relevant
25	NCT03148015	not_relevant
25	NCT03149965	not_relevant
25	NCT03158441	not_relevant
25	NCT03161353	not_relevant
25	NCT03161834	not_relevant
25	NCT03177902	eligible
25	NCT03188393	not_relevant
25	NCT03214419	eligible
25	NCT03219476	not_relevant
25	NCT03240224	not_relevant
25	NCT03271723	not_relevant
25	NCT03271957	not_relevant
25	NCT03276845	not_relevant
25	NCT03281902	not_relevant
25	NCT03289039	not_relevant
25	NCT03301350	not_relevant
25	NCT03303352	not_relevant
25	NCT03323658	not_relevant
25	NCT03330015	not_relevant
25	NCT03345420	excluded
25	NCT03354611	not_relevant
25	NCT03355261	not_relevant
25	NCT03381092	not_relevant
25	NCT03389204	not_relevant
25	NCT03390608	not_relevant
25	NCT03412643	not_relevant
25	NCT03434951	not_relevant
25	NCT03436069	eligible
25	NCT03437837	not_relevant
25	NCT03471494	not_relevant
25	NCT03474016	not_relevant
25	NCT03499353	not_relevant
25	NCT03549715	not_relevant
25	NCT03587740	excluded
25	NCT03594383	not_relevant
25	NCT03604315	not_relevant
25	NCT03614364	not_relevant
25	NCT03616626	excluded
25	NCT03623945	not_relevant
25	NCT03643861	excluded
25	NCT03647631	not_relevant
25	NCT03663153	eligible
25	NCT03669705	not_relevant
25	NCT03669952	eligible
25	NCT03684408	not_relevant
25	NCT03699280	not_relevant
25	NCT03715413	not_relevant
25	NCT03716180	not_relevant
25	NCT03716232	not_relevant
25	NCT03716245	not_relevant
25	NCT03718442	not_relevant
25	NCT03725059	not_relevant
25	NCT03726879	not_relevant
25	NCT03735511	not_relevant
25	NCT03774862	not_relevant
25	NCT03783273	excluded
25	NCT03795012	not_relevant
25	NCT03812393	not_relevant
25	NCT03813706	not_relevant
25	NCT03827317	eligible
25	NCT03838913	not_relevant
25	NCT03841266	excluded
25	NCT03842358	not_relevant
25	NCT03843346	not_relevant
25	NCT03845647	not_relevant
25	NCT03866382	not_relevant
25	NCT03868475	not_relevant
25	NCT03870620	eligible
25	NCT03880097	not_relevant
25	NCT03892655	eligible
25	NCT03909282	not_relevant
25	NCT03914625	not_relevant
25	NCT03916744	not_relevant
25	NCT03925233	excluded
25	NCT03931551	not_relevant
25	NCT03940248	excluded
25	NCT03944226	not_relevant
25	NCT03947242	not_relevant
25	NCT03947736	eligible
25	NCT03951324	not_relevant
25	NCT03959085	not_relevant
25	NCT03979508	not_relevant
25	NCT03984695	not_relevant
25	NCT03992521	eligible
25	NCT03997890	not_relevant
25	NCT04012502	not_relevant
25	NCT04019678	not_relevant
25	NCT04033172	not_relevant
25	NCT04046159	not_relevant
25	NCT04047758	not_relevant
25	NCT04071223	not_relevant
25	NCT04072653	not_relevant
25	NCT04076111	eligible
25	NCT04083027	not_relevant
25	NCT04084730	excluded
25	NCT04090164	eligible
25	NCT04094896	not_relevant
25	NCT04101656	excluded
25	NCT04150679	not_relevant
25	NCT04158505	eligible
25	NCT04158518	not_relevant
25	NCT04179370	excluded
25	NCT04185311	not_relevant
25	NCT04225858	not_relevant
25	NCT04230109	not_relevant
25	NCT04240548	not_relevant
25	NCT04242277	eligible
25	NCT04246606	not_relevant
25	NCT04247035	not_relevant
25	NCT04249440	excluded
25	NCT04258813	not_relevant
25	NCT04263298	not_relevant
25	NCT04276337	not_relevant
25	NCT04278690	not_relevant
25	NCT04290793	not_relevant
25	NCT04293562	not_relevant
25	NCT04293796	not_relevant
25	NCT04303715	not_relevant
25	NCT04312360	not_relevant
25	NCT04319757	not_relevant
25	NCT04334785	not_relevant
25	NCT04336436	not_relevant
25	NCT04337658	not_relevant
25	NCT04343079	not_relevant
25	NCT04344353	not_relevant
25	NCT04349527	not_relevant
25	NCT04360941	not_relevant
25	NCT04362462	not_relevant
25	NCT04368481	not_relevant
25	NCT04372927	not_relevant
25	NCT04373239	not_relevant
25	NCT04438577	not_relevant
25	NCT04440683	not_relevant
25	NCT04449146	not_relevant
25	NCT04460625	not_relevant
25	NCT04478669	not_relevant
25	NCT04480437	not_relevant
25	NCT04481113	not_relevant
25	NCT04487561	not_relevant
25	NCT04488614	eligible
25	NCT04490590	not_relevant
25	NCT04500262	not_relevant
25	NCT04519515	not_relevant
25	NCT04542629	not_relevant
25	NCT04546399	not_relevant
25	NCT04547907	not_relevant
25	NCT04551495	not_relevant
25	NCT04552158	not_relevant
25	NCT04569747	not_relevant
25	NCT04607473	not_relevant
25	NCT04626986	not_relevant
25	NCT04636710	not_relevant
25	NCT04663113	not_relevant
25	NCT04666961	not_relevant
25	NCT04697043	not_relevant
25	NCT04707287	eligible
25	NCT04708288	not_relevant
25	NCT04743089	not_relevant
25	NCT04829890	eligible
25	NCT04833790	not_relevant
25	NCT04849871	excluded
26	NCT00003685	not_relevant
26	NCT00004399	not_relevant
26	NCT00030134	not_relevant
26	NCT00033462	not_relevant
26	NCT00101036	not_relevant
26	NCT00104520	not_relevant
26	NCT00121901	not_relevant
26	NCT00124930	not_relevant
26	NCT00134199	not_relevant
26	NCT00161083	excluded
26	NCT00197418	not_relevant
26	NCT00212043	not_relevant
26	NCT00222131	not_relevant
26	NCT00251914	not_relevant
26	NCT00266097	not_relevant
26	NCT00269399	not_relevant
26	NCT00272714	not_relevant
26	NCT00284245	not_relevant
26	NCT00339560	not_relevant
26	NCT00350337	not_relevant
26	NCT00370084	not_relevant
26	NCT00370344	eligible
26	NCT00389272	not_relevant
26	NCT00392080	not_relevant
26	NCT00408005	not_relevant
26	NCT00411307	not_relevant
26	NCT00413855	not_relevant
26	NCT00414843	not_relevant
26	NCT00434551	not_relevant
26	NCT00447304	eligible
26	NCT00462241	not_relevant
26	NCT00474773	not_relevant
26	NCT00492726	excluded
26	NCT00523874	not_relevant
26	NCT00530998	eligible
26	NCT00534443	not_relevant
26	NCT00550368	not_relevant
26	NCT00575276	eligible
26	NCT00634140	excluded
26	NCT00661466	eligible
26	NCT00673374	eligible
26	NCT00674336	not_relevant
26	NCT00678873	excluded
26	NCT00706355	not_relevant
26	NCT00713128	not_relevant
26	NCT00738621	not_relevant
26	NCT00761358	not_relevant
26	NCT00778011	eligible
26	NCT00780988	not_relevant
26	NCT00791960	not_relevant
26	NCT00797121	not_relevant
26	NCT00815438	eligible
26	NCT00832767	excluded
26	NCT00836316	excluded
26	NCT00839787	excluded
26	NCT00861523	excluded
26	NCT00863642	excluded
26	NCT00871494	not_relevant
26	NCT00872287	excluded
26	NCT00886210	excluded
26	NCT00892879	excluded
26	NCT00895089	not_relevant
26	NCT00904865	eligible
26	NCT00910065	not_relevant
26	NCT00910325	excluded
26	NCT00930332	not_relevant
26	NCT00932698	not_relevant
26	NCT00950183	not_relevant
26	NCT00950625	excluded
26	NCT00956397	excluded
26	NCT00963950	excluded
26	NCT00967499	not_relevant
26	NCT00981604	eligible
26	NCT00982995	not_relevant
26	NCT00984100	excluded
26	NCT01020279	not_relevant
26	NCT01022476	not_relevant
26	NCT01022905	not_relevant
26	NCT01026584	not_relevant
26	NCT01029873	not_relevant
26	NCT01030211	not_relevant
26	NCT01030614	excluded
26	NCT01042613	not_relevant
26	NCT01058824	not_relevant
26	NCT01077115	excluded
26	NCT01083979	not_relevant
26	NCT01085513	not_relevant
26	NCT01089491	not_relevant
26	NCT01090882	eligible
26	NCT01093222	not_relevant
26	NCT01094379	excluded
26	NCT01100398	not_relevant
26	NCT01104727	excluded
26	NCT01122459	not_relevant
26	NCT01122732	not_relevant
26	NCT01140516	not_relevant
26	NCT01190280	eligible
26	NCT01195285	eligible
26	NCT01199406	excluded
26	NCT01203566	not_relevant
26	NCT01229111	not_relevant
26	NCT01232959	excluded
26	NCT01247857	eligible
26	NCT01248819	eligible
26	NCT01260805	not_relevant
26	NCT01268748	excluded
26	NCT01287286	not_relevant
26	NCT01311102	not_relevant
26	NCT01312025	eligible
26	NCT01339325	excluded
26	NCT01348620	excluded
26	NCT01373970	not_relevant
26	NCT01378819	excluded
26	NCT01397565	excluded
26	NCT01410734	excluded
26	NCT01413633	eligible
26	NCT01431326	not_relevant
26	NCT01469546	not_relevant
26	NCT01489436	eligible
26	NCT01492790	excluded
26	NCT01513447	not_relevant
26	NCT01528722	excluded
26	NCT01534286	not_relevant
26	NCT01548339	eligible
26	NCT01552421	excluded
26	NCT01553253	excluded
26	NCT01566448	not_relevant
26	NCT01582100	not_relevant
26	NCT01583348	eligible
26	NCT01599910	not_relevant
26	NCT01643577	not_relevant
26	NCT01652170	not_relevant
26	NCT01652898	not_relevant
26	NCT01660347	not_relevant
26	NCT01660711	not_relevant
26	NCT01667848	excluded
26	NCT01695330	not_relevant
26	NCT01695993	excluded
26	NCT01708109	eligible
26	NCT01714557	not_relevant
26	NCT01714791	not_relevant
26	NCT01715220	eligible
26	NCT01741948	not_relevant
26	NCT01742377	excluded
26	NCT01765465	eligible
26	NCT01798316	eligible
26	NCT01800604	not_relevant
26	NCT01810081	eligible
26	NCT01824186	excluded
26	NCT01844180	excluded
26	NCT01844622	not_relevant
26	NCT01855308	eligible
26	NCT01856205	not_relevant
26	NCT01859182	not_relevant
26	NCT01880710	not_relevant
26	NCT01887002	not_relevant
